id_solicitud,edad,antiguedad_negocio_anios,ingreso_mensual,monto_solicitado,deuda_actual,tiene_historial_crediticio,canal,region,es_mujer_emprendedora,incumplio
SOL-005212,32,10.2,4212.0,14251.0,8165.0,1,presencial,arequipa,0,0
SOL-005213,19,5.8,5069.0,11335.0,1202.0,1,digital,lima,1,0
SOL-005214,24,7.4,1459.0,6450.0,3993.0,0,digital,lima,0,0
SOL-005215,52,3.6,2443.0,4088.0,174.0,1,presencial,lima,1,0
SOL-005216,43,4.5,3078.0,13394.0,515.0,0,presencial,lima,1,0
SOL-005217,37,6.2,3321.0,10373.0,1202.0,1,presencial,trujillo,1,0
SOL-005218,44,1.7,6984.0,25153.0,2806.0,1,presencial,lima,0,0
SOL-005219,43,3.4,1834.0,4976.0,2163.0,0,presencial,lima,1,0
SOL-005220,50,17.4,3769.0,9449.0,6853.0,1,presencial,arequipa,1,0
SOL-005221,25,4.5,2874.0,6013.0,288.0,1,presencial,lima,0,1
SOL-005222,42,1.5,9267.0,16198.0,26699.0,1,presencial,arequipa,1,0
SOL-005223,44,3.9,6061.0,14362.0,8334.0,1,presencial,lima,1,0
SOL-005224,28,5.9,4333.0,9485.0,17094.0,1,presencial,lima,1,0
SOL-005225,28,7.2,6335.0,19350.0,5257.0,0,presencial,lima,0,0
SOL-005226,39,5.2,1927.0,7819.0,6044.0,1,presencial,lima,1,0
SOL-005227,43,6.7,10985.0,18226.0,46366.0,1,presencial,lima,1,1
SOL-005228,43,3.4,2471.0,9181.0,992.0,1,presencial,arequipa,1,0
SOL-005229,37,11.2,7359.0,16406.0,2543.0,1,presencial,arequipa,0,0
SOL-005230,36,9.8,5099.0,17272.0,3241.0,1,presencial,arequipa,0,0
SOL-005231,28,0.2,3074.0,10281.0,1800.0,1,digital,lima,1,0
SOL-005232,35,1.0,5040.0,18579.0,5775.0,0,digital,trujillo,0,1
SOL-005233,57,8.8,6427.0,9301.0,3882.0,1,presencial,lima,0,0
SOL-005234,19,6.4,4047.0,5683.0,7829.0,1,presencial,trujillo,0,0
SOL-005235,39,4.6,2152.0,4138.0,3241.0,0,digital,arequipa,1,1
SOL-005236,42,5.7,4081.0,18116.0,1489.0,1,presencial,arequipa,1,0
SOL-005237,49,10.2,3628.0,8922.0,2984.0,1,presencial,lima,0,0
SOL-005238,56,6.3,4601.0,15359.0,9364.0,1,presencial,arequipa,1,0
SOL-005239,35,7.2,6507.0,15323.0,8275.0,0,presencial,arequipa,1,0
SOL-005240,53,5.8,4884.0,14223.0,7801.0,1,presencial,lima,1,0
SOL-005241,29,2.8,4214.0,11620.0,1455.0,1,presencial,arequipa,1,0
SOL-005242,44,9.2,2724.0,5402.0,2522.0,1,presencial,lima,0,1
SOL-005243,40,4.3,4532.0,11378.0,969.0,1,presencial,lima,1,0
SOL-005244,44,4.2,1585.0,3156.0,1654.0,1,presencial,arequipa,0,0
SOL-005245,32,4.8,2528.0,5731.0,1960.0,1,presencial,trujillo,0,0
SOL-005246,48,2.2,5246.0,14131.0,5837.0,1,presencial,lima,1,0
SOL-005247,60,15.9,6065.0,23448.0,1903.0,0,presencial,lima,1,0
SOL-005248,32,8.8,3787.0,7608.0,5242.0,1,presencial,lima,1,0
SOL-005249,45,2.7,4249.0,8527.0,8871.0,0,presencial,lima,1,1
SOL-005250,41,11.4,3248.0,7038.0,90.0,0,digital,lima,0,0
SOL-005251,40,3.8,5455.0,20985.0,789.0,1,presencial,lima,0,0
SOL-005252,58,4.2,3447.0,7469.0,1367.0,1,presencial,arequipa,0,0
SOL-005253,38,3.7,2296.0,9047.0,1438.0,1,presencial,lima,0,0
SOL-005254,31,10.0,3277.0,7866.0,1575.0,0,digital,lima,1,0
SOL-005255,21,8.8,7418.0,17351.0,1469.0,0,digital,lima,0,0
SOL-005256,33,3.3,1658.0,4265.0,1859.0,0,digital,lima,1,1
SOL-005257,43,5.2,3583.0,9994.0,3811.0,1,presencial,lima,1,0
SOL-005258,50,8.6,3131.0,8458.0,1505.0,1,presencial,lima,1,1
SOL-005259,36,8.4,13425.0,35208.0,17247.0,1,presencial,lima,1,0
SOL-005260,35,5.4,2323.0,10437.0,1723.0,1,presencial,lima,0,0
SOL-005261,48,5.5,3521.0,12495.0,11453.0,1,presencial,arequipa,0,0
SOL-005262,58,8.9,3166.0,13085.0,346.0,1,presencial,trujillo,1,0
SOL-005263,50,1.6,1994.0,8315.0,1222.0,1,presencial,lima,1,0
SOL-005264,52,5.3,1357.0,3696.0,3672.0,0,digital,lima,1,0
SOL-005265,49,6.7,5144.0,19563.0,7108.0,1,presencial,lima,0,0
SOL-005266,49,11.6,5533.0,15821.0,10304.0,1,presencial,lima,1,0
SOL-005267,50,7.3,2861.0,9280.0,7898.0,1,presencial,arequipa,1,0
SOL-005268,48,6.2,5575.0,20499.0,2821.0,0,digital,arequipa,1,1
SOL-005269,46,1.9,831.0,2662.0,389.0,1,digital,lima,0,0
SOL-005270,31,3.6,1989.0,5912.0,6488.0,1,presencial,lima,0,1
SOL-005271,41,5.2,1745.0,2507.0,4298.0,0,digital,lima,1,0
SOL-005272,35,0.2,2667.0,11752.0,2042.0,0,digital,lima,1,0
SOL-005273,30,2.8,2119.0,3216.0,2778.0,0,digital,trujillo,1,1
SOL-005274,19,0.7,2413.0,4278.0,11960.0,0,digital,lima,1,1
SOL-005275,26,3.8,4926.0,7545.0,1689.0,1,presencial,lima,1,0
SOL-005276,28,0.2,5716.0,19098.0,10562.0,0,digital,lima,1,0
SOL-005277,27,2.5,5810.0,13585.0,11941.0,1,presencial,lima,0,0
SOL-005278,28,9.3,2759.0,11507.0,651.0,1,digital,lima,1,0
SOL-005279,51,2.4,3671.0,11884.0,9843.0,0,presencial,lima,1,0
SOL-005280,26,1.4,4751.0,18162.0,5874.0,1,digital,lima,1,1
SOL-005281,33,2.4,7138.0,13207.0,4147.0,1,digital,lima,1,0
SOL-005282,31,7.8,5334.0,14257.0,7914.0,1,presencial,arequipa,0,0
SOL-005283,35,3.2,2077.0,6928.0,919.0,0,digital,lima,0,0
SOL-005284,49,1.6,4380.0,8682.0,5663.0,1,presencial,lima,1,0
SOL-005285,27,1.1,5176.0,13376.0,3284.0,0,presencial,trujillo,0,1
SOL-005286,35,4.4,2868.0,10723.0,3557.0,1,presencial,lima,1,0
SOL-005287,19,3.2,4203.0,14773.0,5424.0,0,digital,trujillo,1,0
SOL-005288,49,9.2,4391.0,18424.0,7811.0,1,presencial,trujillo,0,0
SOL-005289,45,2.6,7014.0,21957.0,3901.0,1,presencial,lima,1,0
SOL-005290,42,12.4,2303.0,4701.0,378.0,1,presencial,lima,1,0
SOL-005291,42,1.6,1548.0,6384.0,1139.0,0,presencial,trujillo,0,0
SOL-005292,47,1.6,3121.0,13677.0,3118.0,1,presencial,lima,1,0
SOL-005293,36,2.7,2713.0,7882.0,84.0,1,digital,lima,0,0
SOL-005294,27,7.5,1050.0,1745.0,8.0,0,digital,arequipa,1,0
SOL-005295,25,4.6,1953.0,4265.0,762.0,0,digital,lima,1,1
SOL-005296,42,2.5,7461.0,27842.0,6241.0,0,presencial,trujillo,0,0
SOL-005297,30,14.7,3536.0,4953.0,2739.0,0,digital,arequipa,1,0
SOL-005298,66,6.0,4113.0,9517.0,638.0,1,presencial,trujillo,1,0
SOL-005299,39,6.4,2211.0,5624.0,5448.0,1,presencial,arequipa,1,0
SOL-005300,46,8.5,7333.0,28188.0,3462.0,1,presencial,arequipa,1,0
SOL-005301,48,6.6,3081.0,8488.0,1456.0,1,presencial,lima,1,0
SOL-005302,58,3.8,4021.0,12180.0,939.0,1,presencial,trujillo,1,0
SOL-005303,23,11.9,3312.0,11532.0,1227.0,1,digital,trujillo,1,0
SOL-005304,58,11.7,4184.0,16038.0,1018.0,1,presencial,trujillo,1,0
SOL-005305,41,14.9,8314.0,20353.0,13026.0,1,presencial,arequipa,0,0
SOL-005306,71,4.1,5162.0,9977.0,14023.0,1,presencial,arequipa,0,0
SOL-005307,36,11.6,3195.0,6275.0,988.0,0,digital,lima,1,0
SOL-005308,29,2.4,3659.0,6939.0,1090.0,1,presencial,trujillo,0,0
SOL-005309,41,5.4,4791.0,8407.0,2866.0,1,presencial,lima,0,0
SOL-005310,58,8.4,3432.0,9496.0,6875.0,1,presencial,lima,0,0
SOL-005311,44,2.0,4224.0,8311.0,201.0,1,presencial,lima,0,0
SOL-005312,42,14.3,3204.0,12258.0,1389.0,1,presencial,arequipa,1,0
SOL-005313,51,3.9,2952.0,4133.0,2227.0,0,presencial,arequipa,1,0
SOL-005314,39,12.0,2377.0,10354.0,1016.0,1,presencial,lima,0,0
SOL-005315,41,2.1,3324.0,4790.0,3361.0,1,presencial,lima,1,0
SOL-005316,33,5.4,3213.0,7739.0,2459.0,1,presencial,lima,0,0
SOL-005317,62,3.3,9910.0,37039.0,1841.0,0,presencial,lima,0,0
SOL-005318,19,1.8,4488.0,18416.0,6727.0,0,digital,lima,1,1
SOL-005319,45,2.3,3570.0,5963.0,933.0,1,presencial,arequipa,1,0
SOL-005320,48,2.2,3071.0,11926.0,3148.0,1,presencial,lima,0,0
SOL-005321,43,2.6,5270.0,19655.0,1162.0,1,presencial,lima,1,0
SOL-005322,29,2.5,10509.0,29694.0,10740.0,1,presencial,lima,0,0
SOL-005323,21,8.9,4054.0,13554.0,3060.0,0,digital,lima,0,0
SOL-005324,49,11.4,1565.0,3972.0,1359.0,0,presencial,trujillo,1,0
SOL-005325,34,1.9,5996.0,14191.0,6491.0,1,presencial,lima,1,0
SOL-005326,20,4.6,6575.0,9878.0,12091.0,0,presencial,lima,1,0
SOL-005327,47,10.4,12011.0,17070.0,6405.0,1,presencial,arequipa,0,0
SOL-005328,22,6.2,2355.0,7138.0,392.0,1,digital,lima,1,0
SOL-005329,50,4.3,4114.0,5907.0,2839.0,0,presencial,trujillo,1,0
SOL-005330,41,3.4,4837.0,8614.0,9121.0,1,presencial,trujillo,1,0
SOL-005331,29,0.3,1801.0,3060.0,295.0,1,digital,arequipa,1,1
SOL-005332,33,12.2,1718.0,5777.0,1251.0,1,digital,trujillo,1,0
SOL-005333,30,6.5,4711.0,16365.0,9627.0,1,presencial,lima,1,0
SOL-005334,34,5.8,1716.0,6415.0,796.0,1,presencial,lima,0,0
SOL-005335,40,2.8,1930.0,8525.0,1345.0,1,presencial,lima,1,0
SOL-005336,19,3.5,4095.0,18172.0,1661.0,0,digital,lima,0,0
SOL-005337,40,8.9,3471.0,7093.0,1902.0,1,digital,lima,0,0
SOL-005338,29,0.2,5132.0,12780.0,8027.0,0,digital,lima,1,0
SOL-005339,19,1.2,3409.0,10707.0,6068.0,0,digital,lima,1,0
SOL-005340,37,2.1,3848.0,5914.0,6370.0,1,presencial,lima,1,0
SOL-005341,44,12.1,7482.0,14938.0,10792.0,1,presencial,arequipa,1,0
SOL-005342,38,1.7,3072.0,12430.0,727.0,1,presencial,lima,1,0
SOL-005343,36,4.7,2253.0,6005.0,6998.0,0,digital,lima,1,0
SOL-005344,49,2.1,3701.0,10742.0,10681.0,0,presencial,lima,0,0
SOL-005345,69,5.9,4838.0,17820.0,3652.0,1,presencial,arequipa,1,0
SOL-005346,56,2.0,3697.0,14444.0,7317.0,0,presencial,lima,1,0
SOL-005347,19,2.0,1238.0,5053.0,42.0,0,digital,arequipa,1,1
SOL-005348,28,11.7,2333.0,9738.0,5009.0,0,digital,lima,1,1
SOL-005349,29,5.5,2636.0,6097.0,2626.0,1,digital,lima,1,0
SOL-005350,49,5.7,4063.0,13863.0,1100.0,0,presencial,trujillo,1,0
SOL-005351,22,5.2,2121.0,3701.0,4725.0,1,digital,lima,1,0
SOL-005352,26,12.3,3485.0,15346.0,185.0,1,digital,lima,1,0
SOL-005353,29,5.9,1657.0,3695.0,2746.0,1,presencial,lima,1,1
SOL-005354,36,10.0,4751.0,12401.0,10466.0,1,presencial,lima,1,0
SOL-005355,26,8.6,6806.0,29164.0,17125.0,1,digital,lima,1,0
SOL-005356,29,7.8,1954.0,6553.0,222.0,0,digital,lima,0,0
SOL-005357,30,19.7,3944.0,9046.0,537.0,1,presencial,lima,0,0
SOL-005358,54,7.9,3366.0,5613.0,5133.0,1,presencial,trujillo,1,0
SOL-005359,48,9.7,3396.0,9899.0,10201.0,1,presencial,lima,0,0
SOL-005360,19,2.1,1570.0,5073.0,1953.0,1,digital,lima,0,0
SOL-005361,43,5.4,10782.0,37435.0,5302.0,1,presencial,trujillo,0,0
SOL-005362,26,5.2,4678.0,8937.0,12887.0,1,presencial,lima,1,0
SOL-005363,58,2.8,2700.0,9689.0,7707.0,1,presencial,trujillo,1,0
SOL-005364,50,1.4,1782.0,4498.0,5761.0,0,digital,lima,1,1
SOL-005365,31,3.6,2766.0,11967.0,743.0,1,digital,arequipa,0,0
SOL-005366,23,4.5,868.0,2974.0,147.0,1,digital,trujillo,1,0
SOL-005367,36,13.6,6617.0,28096.0,597.0,1,presencial,lima,0,0
SOL-005368,27,1.2,2051.0,3063.0,339.0,1,digital,trujillo,1,0
SOL-005369,31,1.1,3280.0,13777.0,6416.0,0,digital,arequipa,1,1
SOL-005370,58,1.8,4801.0,19787.0,5819.0,1,presencial,trujillo,1,1
SOL-005371,54,8.6,6323.0,18864.0,46096.0,1,presencial,lima,1,0
SOL-005372,43,13.9,3462.0,15326.0,2846.0,0,digital,lima,1,0
SOL-005373,45,5.0,5633.0,20969.0,5239.0,1,presencial,lima,0,0
SOL-005374,30,6.3,6502.0,29159.0,14744.0,1,presencial,trujillo,1,0
SOL-005375,35,5.0,3224.0,12073.0,1760.0,1,presencial,lima,1,0
SOL-005376,33,6.5,8201.0,34748.0,2293.0,1,digital,lima,0,0
SOL-005377,30,2.4,4599.0,9249.0,5282.0,1,presencial,trujillo,0,0
SOL-005378,35,5.5,2641.0,5310.0,2011.0,1,digital,lima,0,0
SOL-005379,52,5.0,2472.0,7352.0,2738.0,1,presencial,arequipa,0,0
SOL-005380,38,7.2,2406.0,8808.0,7845.0,0,digital,lima,1,1
SOL-005381,49,8.6,4717.0,10479.0,1750.0,1,presencial,arequipa,0,0
SOL-005382,19,5.0,2815.0,7579.0,1094.0,0,digital,lima,1,0
SOL-005383,47,2.9,6930.0,13406.0,23447.0,1,digital,lima,0,0
SOL-005384,26,2.9,3125.0,13341.0,1662.0,1,presencial,lima,0,0
SOL-005385,41,8.5,5449.0,20203.0,2275.0,1,presencial,lima,1,0
SOL-005386,39,3.9,1492.0,2266.0,1684.0,0,digital,lima,1,0
SOL-005387,47,5.4,11912.0,17508.0,5114.0,0,presencial,lima,0,0
SOL-005388,29,4.0,2058.0,9221.0,2099.0,1,presencial,arequipa,0,0
SOL-005389,31,12.3,11256.0,29579.0,4498.0,1,presencial,lima,0,0
SOL-005390,35,11.1,2497.0,8158.0,5116.0,1,digital,lima,0,0
SOL-005391,49,4.3,1198.0,5197.0,650.0,1,presencial,lima,1,0
SOL-005392,31,3.2,7732.0,33735.0,14706.0,1,presencial,lima,1,0
SOL-005393,36,2.9,2797.0,4748.0,5313.0,0,digital,arequipa,1,0
SOL-005394,26,3.4,3024.0,10190.0,2574.0,1,presencial,lima,1,0
SOL-005395,50,7.0,5344.0,23929.0,2029.0,0,presencial,trujillo,0,0
SOL-005396,33,5.4,5407.0,10581.0,17609.0,1,presencial,arequipa,0,0
SOL-005397,44,8.3,4748.0,16403.0,3358.0,1,presencial,trujillo,1,0
SOL-005398,42,4.3,6907.0,26243.0,7109.0,1,presencial,arequipa,0,0
SOL-005399,45,19.0,3055.0,4993.0,917.0,1,digital,lima,0,0
SOL-005400,46,1.9,5366.0,13950.0,6077.0,0,presencial,trujillo,1,0
SOL-005401,25,3.7,2043.0,4160.0,1713.0,0,digital,arequipa,0,0
SOL-005402,47,18.1,5699.0,8982.0,15544.0,0,presencial,arequipa,0,0
SOL-005403,67,8.4,2925.0,4995.0,3632.0,1,presencial,lima,1,0
SOL-005404,51,4.8,2133.0,5246.0,2001.0,1,presencial,lima,1,0
SOL-005405,42,6.7,3438.0,10986.0,635.0,1,presencial,arequipa,1,0
SOL-005406,23,0.6,2321.0,10111.0,3362.0,0,digital,lima,1,1
SOL-005407,36,5.5,6201.0,26668.0,20431.0,0,presencial,arequipa,1,0
SOL-005408,50,2.2,1798.0,7380.0,9971.0,1,presencial,lima,1,1
SOL-005409,33,1.4,6759.0,25626.0,3328.0,1,presencial,lima,0,0
SOL-005410,32,10.3,1938.0,2958.0,3759.0,1,digital,lima,0,0
SOL-005411,59,3.5,1062.0,2822.0,2175.0,1,presencial,lima,0,0
SOL-005412,34,0.5,1430.0,5457.0,2954.0,1,digital,lima,0,0
SOL-005413,31,4.3,3262.0,14350.0,5836.0,1,presencial,trujillo,1,0
SOL-005414,67,8.0,4822.0,13661.0,6293.0,1,presencial,arequipa,1,0
SOL-005415,51,0.6,2500.0,8935.0,4128.0,1,digital,trujillo,1,0
SOL-005416,49,3.8,2041.0,9155.0,3414.0,0,presencial,arequipa,1,0
SOL-005417,57,8.6,2553.0,8505.0,5352.0,1,presencial,arequipa,1,0
SOL-005418,29,4.1,1441.0,5496.0,4057.0,1,digital,lima,0,0
SOL-005419,51,12.1,4379.0,19248.0,9871.0,1,presencial,trujillo,1,0
SOL-005420,38,8.7,3651.0,13148.0,1964.0,1,presencial,trujillo,1,0
SOL-005421,28,7.5,5267.0,9527.0,1062.0,1,presencial,arequipa,1,0
SOL-005422,72,8.5,1525.0,6764.0,1417.0,1,presencial,lima,0,0
SOL-005423,19,0.2,2030.0,7901.0,795.0,1,digital,arequipa,1,0
SOL-005424,46,5.2,10993.0,24407.0,29553.0,1,presencial,lima,1,0
SOL-005425,35,15.0,3739.0,16679.0,3387.0,1,digital,lima,0,0
SOL-005426,49,4.1,3281.0,5403.0,8203.0,1,presencial,arequipa,0,0
SOL-005427,31,3.7,1603.0,6915.0,780.0,1,digital,trujillo,1,0
SOL-005428,31,1.9,4766.0,19100.0,2249.0,0,digital,lima,1,0
SOL-005429,34,1.9,5945.0,13390.0,10538.0,0,digital,lima,1,0
SOL-005430,48,9.3,2106.0,8566.0,1171.0,1,presencial,trujillo,1,0
SOL-005431,43,16.2,2213.0,3513.0,355.0,1,presencial,lima,1,0
SOL-005432,42,13.0,4425.0,19257.0,9009.0,1,presencial,lima,1,0
SOL-005433,28,1.2,4645.0,15212.0,4646.0,1,presencial,arequipa,1,0
SOL-005434,65,5.0,4920.0,14836.0,4009.0,1,presencial,trujillo,1,0
SOL-005435,38,2.5,6987.0,31247.0,5164.0,1,digital,lima,1,0
SOL-005436,45,2.4,2310.0,3423.0,1101.0,0,presencial,lima,0,0
SOL-005437,25,8.0,2735.0,8174.0,3036.0,1,digital,lima,1,0
SOL-005438,32,4.3,5569.0,20489.0,11218.0,1,presencial,lima,1,0
SOL-005439,41,1.0,3877.0,6777.0,3206.0,1,digital,arequipa,1,0
SOL-005440,41,6.8,2733.0,3953.0,454.0,1,presencial,trujillo,0,0
SOL-005441,50,2.2,2790.0,9227.0,2481.0,0,presencial,lima,1,0
SOL-005442,19,9.3,2110.0,5165.0,2776.0,0,digital,lima,1,0
SOL-005443,49,9.8,6497.0,18800.0,4594.0,1,digital,lima,1,0
SOL-005444,42,6.8,1611.0,5363.0,5191.0,1,digital,lima,0,0
SOL-005445,31,5.7,2264.0,5880.0,2162.0,1,digital,lima,0,0
SOL-005446,48,5.0,5729.0,11831.0,12216.0,1,presencial,lima,1,0
SOL-005447,40,4.9,1521.0,3254.0,726.0,0,digital,arequipa,1,1
SOL-005448,28,4.9,4377.0,8670.0,7433.0,1,presencial,lima,1,0
SOL-005449,61,1.8,1425.0,5158.0,553.0,0,presencial,arequipa,1,0
SOL-005450,48,8.2,4231.0,7685.0,7359.0,0,presencial,lima,1,0
SOL-005451,35,12.4,3933.0,17359.0,2737.0,1,presencial,trujillo,1,0
SOL-005452,31,3.5,4168.0,5897.0,735.0,0,presencial,trujillo,1,0
SOL-005453,43,7.5,1705.0,3992.0,987.0,0,digital,lima,0,0
SOL-005454,45,5.4,4309.0,16755.0,1343.0,1,presencial,lima,1,0
SOL-005455,37,2.1,2625.0,4408.0,1660.0,1,digital,arequipa,1,0
SOL-005456,43,1.0,7522.0,24241.0,1378.0,1,presencial,lima,0,1
SOL-005457,32,8.3,5333.0,12271.0,712.0,1,presencial,lima,0,0
SOL-005458,49,7.3,1802.0,7916.0,518.0,1,presencial,lima,0,0
SOL-005459,41,2.5,2483.0,5162.0,131.0,0,presencial,trujillo,0,0
SOL-005460,43,4.5,2778.0,4500.0,6617.0,1,presencial,lima,1,0
SOL-005461,58,3.7,2943.0,9720.0,2576.0,1,digital,lima,0,0
SOL-005462,53,6.7,3505.0,8993.0,3425.0,1,presencial,lima,1,0
SOL-005463,53,10.2,3498.0,14699.0,2286.0,1,presencial,arequipa,0,0
SOL-005464,62,3.2,11598.0,49134.0,2683.0,0,digital,lima,1,0
SOL-005465,47,1.5,2932.0,11331.0,3873.0,1,presencial,trujillo,0,0
SOL-005466,33,3.9,5522.0,9933.0,6438.0,1,digital,arequipa,1,0
SOL-005467,25,2.5,2482.0,8538.0,623.0,0,digital,lima,1,1
SOL-005468,38,3.1,1233.0,2079.0,2194.0,1,presencial,lima,1,0
SOL-005469,20,9.3,4228.0,6250.0,802.0,1,presencial,trujillo,0,0
SOL-005470,52,2.9,6850.0,13777.0,6495.0,1,presencial,arequipa,1,0
SOL-005471,29,2.0,5321.0,15605.0,10778.0,1,presencial,lima,0,0
SOL-005472,53,3.9,4373.0,12237.0,12033.0,0,presencial,lima,1,0
SOL-005473,32,3.7,2713.0,10325.0,1925.0,1,digital,lima,1,0
SOL-005474,44,5.7,2960.0,8947.0,1022.0,1,presencial,lima,0,0
SOL-005475,32,9.4,4270.0,9476.0,439.0,0,digital,lima,1,0
SOL-005476,58,3.4,3054.0,5598.0,1811.0,1,presencial,lima,0,0
SOL-005477,56,8.4,2744.0,8688.0,1557.0,0,presencial,lima,0,0
SOL-005478,43,3.9,4739.0,16549.0,10105.0,1,presencial,trujillo,0,0
SOL-005479,33,1.1,3275.0,6747.0,3151.0,1,presencial,arequipa,1,1
SOL-005480,42,8.8,5215.0,17516.0,920.0,1,digital,trujillo,1,0
SOL-005481,32,1.8,4880.0,19845.0,8558.0,1,presencial,arequipa,1,0
SOL-005482,26,6.3,2554.0,5493.0,5250.0,1,presencial,arequipa,1,0
SOL-005483,48,1.9,2111.0,8318.0,2281.0,1,presencial,lima,1,0
SOL-005484,56,7.1,2840.0,12343.0,5110.0,1,presencial,arequipa,0,0
SOL-005485,28,0.7,9037.0,38887.0,7536.0,0,digital,lima,0,0
SOL-005486,36,0.2,2368.0,4352.0,3897.0,1,digital,lima,1,1
SOL-005487,27,3.0,3974.0,6167.0,1887.0,1,digital,trujillo,1,0
SOL-005488,51,0.8,1941.0,7089.0,5488.0,1,presencial,trujillo,1,1
SOL-005489,55,4.8,2179.0,5631.0,439.0,1,presencial,lima,1,0
SOL-005490,29,6.8,2429.0,4739.0,14085.0,1,digital,arequipa,0,0
SOL-005491,32,16.5,9270.0,25826.0,36172.0,1,presencial,lima,0,0
SOL-005492,19,4.3,1369.0,4220.0,3980.0,0,digital,lima,0,1
SOL-005493,53,5.1,2759.0,5246.0,969.0,1,presencial,lima,0,0
SOL-005494,30,10.6,6117.0,9282.0,3754.0,1,presencial,lima,1,0
SOL-005495,36,0.5,6133.0,23450.0,3125.0,0,digital,arequipa,1,0
SOL-005496,52,2.9,4805.0,13521.0,1812.0,1,presencial,lima,1,0
SOL-005497,26,6.6,3808.0,8216.0,1827.0,0,digital,lima,0,0
SOL-005498,41,3.8,2401.0,10471.0,3393.0,0,presencial,trujillo,0,0
SOL-005499,54,4.3,1924.0,7221.0,1243.0,1,presencial,lima,1,0
SOL-005500,34,5.5,2109.0,5585.0,524.0,1,presencial,lima,1,0
SOL-005501,33,2.4,2431.0,5460.0,196.0,1,presencial,lima,1,0
SOL-005502,40,1.5,4304.0,15755.0,8212.0,1,presencial,lima,0,0
SOL-005503,57,2.8,2030.0,7400.0,2106.0,0,presencial,lima,1,0
SOL-005504,61,4.1,4360.0,18052.0,3897.0,1,presencial,arequipa,1,0
SOL-005505,31,5.5,2274.0,3276.0,26.0,0,digital,trujillo,1,1
SOL-005506,35,5.2,2857.0,9576.0,731.0,1,presencial,lima,0,0
SOL-005507,55,8.1,6065.0,13788.0,5553.0,1,presencial,lima,0,0
SOL-005508,25,5.2,2325.0,10280.0,3090.0,1,presencial,lima,1,1
SOL-005509,35,7.2,5653.0,8349.0,21.0,0,digital,trujillo,0,0
SOL-005510,43,4.3,5896.0,17164.0,5187.0,0,presencial,lima,1,0
SOL-005511,57,0.9,2287.0,8241.0,2570.0,1,presencial,lima,0,0
SOL-005512,58,3.3,7152.0,26669.0,2160.0,1,presencial,trujillo,1,0
SOL-005513,33,5.6,2151.0,7233.0,5011.0,1,presencial,arequipa,0,0
SOL-005514,45,7.6,7498.0,21471.0,1308.0,1,presencial,lima,1,0
SOL-005515,37,3.6,4551.0,19202.0,5219.0,0,presencial,lima,0,1
SOL-005516,29,4.4,1179.0,3759.0,623.0,1,digital,lima,1,0
SOL-005517,50,3.9,1952.0,5887.0,2843.0,1,presencial,trujillo,1,0
SOL-005518,39,2.9,3101.0,12581.0,2629.0,0,presencial,lima,1,1
SOL-005519,45,7.6,6010.0,16671.0,12890.0,1,presencial,lima,1,0
SOL-005520,54,6.7,3503.0,11505.0,874.0,1,presencial,arequipa,0,0
SOL-005521,60,19.8,3457.0,8366.0,1818.0,0,presencial,lima,1,0
SOL-005522,46,3.6,3908.0,8042.0,5777.0,0,presencial,lima,1,0
SOL-005523,44,11.3,1356.0,3833.0,1331.0,1,presencial,trujillo,0,0
SOL-005524,20,0.2,4113.0,10043.0,6179.0,0,digital,lima,1,0
SOL-005525,60,11.3,7682.0,11653.0,13368.0,1,presencial,trujillo,0,0
SOL-005526,37,3.6,4039.0,11748.0,6753.0,1,digital,arequipa,1,0
SOL-005527,44,4.1,3071.0,10547.0,3437.0,1,presencial,lima,0,0
SOL-005528,44,6.7,2416.0,3772.0,4144.0,1,presencial,arequipa,0,0
SOL-005529,36,5.4,1526.0,4820.0,1169.0,0,digital,arequipa,1,0
SOL-005530,40,8.8,1486.0,3509.0,2071.0,0,digital,arequipa,1,0
SOL-005531,53,2.6,12426.0,18967.0,2666.0,1,presencial,arequipa,0,0
SOL-005532,50,0.2,2572.0,4373.0,2612.0,0,digital,lima,0,0
SOL-005533,46,6.7,6127.0,22183.0,6574.0,1,presencial,lima,1,0
SOL-005534,62,6.5,5954.0,18287.0,18494.0,0,presencial,arequipa,1,0
SOL-005535,44,8.7,2886.0,12592.0,1967.0,0,digital,lima,1,0
SOL-005536,31,2.2,1651.0,5800.0,233.0,0,digital,lima,0,0
SOL-005537,25,3.3,5013.0,21977.0,689.0,0,presencial,lima,0,0
SOL-005538,44,6.6,2180.0,4979.0,6748.0,1,presencial,lima,1,0
SOL-005539,60,5.4,5235.0,16782.0,13690.0,1,presencial,arequipa,1,0
SOL-005540,34,7.5,2232.0,6990.0,2693.0,0,presencial,trujillo,0,0
SOL-005541,33,1.5,2136.0,6458.0,188.0,1,digital,trujillo,0,0
SOL-005542,45,11.2,3048.0,12747.0,3741.0,1,presencial,lima,1,0
SOL-005543,53,6.3,7922.0,24050.0,10500.0,1,presencial,lima,1,0
SOL-005544,39,10.2,1080.0,2395.0,960.0,1,presencial,trujillo,1,0
SOL-005545,33,4.7,12862.0,45996.0,15694.0,1,presencial,lima,0,0
SOL-005546,49,3.0,2517.0,5590.0,1474.0,1,presencial,arequipa,1,0
SOL-005547,24,5.3,2513.0,4168.0,226.0,1,digital,arequipa,1,0
SOL-005548,23,8.1,4745.0,15302.0,8952.0,1,presencial,lima,0,0
